;Produced by Yue Chen, @LANL, on Jul  3, 2018 - Lshell selection performed by Rafael Pires de Lima, on August 12, 2020
;======> All Rights Reserved; Please do not redistribute without author"permission <=====       
;
;Data to be compared to model forecast results: Radial distributions of 1MeV electrons observed by RBSP-a between 20130220 and 20160831
;Columns: S/N, Time (days in hr, counted from 20130220 00:00:00), e- fluxes at L1/L2, .../Ln
;L values are shown in the top row

;format (I5, 3x, f10.4, 43e10.2)

  S/N         Time       4.00      4.10      4.20  
 5459    1137.2708   6.16e+01  7.56e+01  8.75e+01  
 5460    1137.4792   5.23e+01  6.47e+01  8.02e+01  
 5461    1137.6875   5.01e+01  6.68e+01  7.65e+01  
 5462    1137.8958   3.13e+01  3.32e+01  3.75e+01  
 5463    1138.1042   2.97e+01  4.35e+01  6.83e+01  
 5464    1138.3125   3.31e+01  5.19e+01  8.66e+01  
 5465    1138.5208   3.68e+01  6.19e+01  1.10e+02  
 5466    1138.7292   4.11e+01  7.40e+01  1.23e+02  
 5467    1138.9375   4.03e+01  7.15e+01  1.29e+02  
 5468    1139.1458   6.19e+01  1.10e+02  2.00e+02  
 5469    1139.3542   3.31e+01  5.75e+01  1.03e+02  
 5470    1139.5625   6.59e+01  1.23e+02  2.02e+02  
 5471    1139.7708   5.45e+01  1.06e+02  1.86e+02  
 5472    1139.9792   6.70e+01  1.27e+02  2.24e+02  
 5473    1140.1875   6.35e+01  1.21e+02  2.15e+02  
 5474    1140.3958   6.02e+01  1.16e+02  2.05e+02  
 5475    1140.6042   5.32e+01  1.13e+02  1.84e+02  
 5476    1140.8125   4.84e+01  9.61e+01  1.67e+02  
 5477    1141.0208   7.58e+01  1.43e+02  2.42e+02  
 5478    1141.2292   4.52e+01  9.73e+01  1.68e+02  
 5479    1141.4375   5.37e+01  1.02e+02  1.76e+02  
 5480    1141.6458   5.01e+01  1.08e+02  1.91e+02  
 5481    1141.8542   5.32e+01  9.55e+01  1.56e+02  
 5482    1142.0625   1.18e+02  1.77e+02  2.75e+02  
 5483    1142.2708   8.24e+01  1.17e+02  2.63e+02  
 5484    1142.4792   1.29e+02  2.34e+02  3.57e+02  
 5485    1142.6875   1.54e+02  2.58e+02  3.77e+02  
 5486    1142.8958   3.13e+01  4.26e+01  5.47e+01  
 5487    1143.1042   2.74e+01  3.74e+01  5.18e+01  
 5488    1143.3125   7.30e+01  1.05e+02  1.33e+02  
 5489    1143.5208   8.01e+01  1.13e+02  1.33e+02  
 5490    1143.7292   8.80e+01  1.21e+02  1.57e+02  
 5491    1143.9375   1.11e+02  1.53e+02  2.00e+02  
 5492    1144.1458   8.51e+01  1.20e+02  1.58e+02  
 5493    1144.3542   1.21e+02  1.69e+02  2.25e+02  
 5494    1144.5625   1.01e+02  1.43e+02  1.83e+02  
 5495    1144.7708   1.17e+02  1.54e+02  2.01e+02  
 5496    1144.9792   9.42e+01  1.29e+02  1.68e+02  
 5497    1145.1875   9.51e+01  1.34e+02  1.83e+02  
 5498    1145.3958   1.05e+02  1.49e+02  2.02e+02  
 5499    1145.6042   1.16e+02  1.66e+02  2.24e+02  
 5500    1145.8125   1.13e+02  1.76e+02  2.49e+02  
 5501    1146.0208   8.44e+01  1.21e+02  1.57e+02  
 5502    1146.2292   1.11e+02  1.59e+02  2.08e+02  
 5503    1146.4375   8.61e+01  1.30e+02  1.73e+02  
 5504    1146.6458   9.40e+01  1.39e+02  1.90e+02  
 5505    1146.8542   9.04e+01  1.33e+02  1.61e+02  
 5506    1147.0625   8.79e+01  1.18e+02  1.55e+02  
 5507    1147.2708   7.98e+01  1.10e+02  1.45e+02  
 5508    1147.4792   7.25e+01  1.03e+02  1.37e+02  
 5509    1147.6875   5.96e+01  7.61e+01  1.23e+02  
 5510    1147.8958   5.96e+01  7.85e+01  1.11e+02  
 5511    1148.1042   2.90e+01  4.63e+01  6.41e+01  
 5512    1148.3125   2.84e+01  4.61e+01  7.53e+01  
 5513    1148.5208   5.71e+01  9.77e+01  1.70e+02  
 5514    1148.7292   3.71e+01  6.85e+01  1.16e+02  
 5515    1148.9375   8.12e+01  1.47e+02  2.84e+02  
 5516    1149.1458   7.65e+01  1.92e+02  3.16e+02  
 5517    1149.3542   7.20e+01  1.31e+02  2.27e+02  
 5518    1149.5625   3.74e+01  8.47e+01  1.56e+02  
 5519    1149.7708   7.66e+01  1.58e+02  2.88e+02  
 5520    1149.9792   1.82e+02  3.53e+02  6.00e+02  
 5521    1150.1875   1.72e+02  3.52e+02  6.28e+02  
 5522    1150.3958   3.29e+02  6.32e+02  1.01e+03  
 5523    1150.6042   4.64e+02  6.80e+02  1.08e+03  
 5524    1150.8125   5.56e+02  9.35e+02  1.35e+03  
 5525    1151.0208   7.59e+02  1.17e+03  1.64e+03  
 5526    1151.2292   4.48e+02  7.15e+02  1.12e+03  
 5527    1151.4375   5.40e+02  8.38e+02  1.11e+03  
 5528    1151.6458   4.24e+02  7.48e+02  1.01e+03  
 5529    1151.8542   9.92e+01  2.19e+02  3.61e+02  
 5530    1152.0625   2.48e+02  3.42e+02  5.24e+02  
 5531    1152.2708   4.18e+02  6.27e+02  8.77e+02  
 5532    1152.4792   4.69e+02  6.82e+02  8.94e+02  
 5533    1152.6875   5.25e+02  7.42e+02  9.12e+02  
 5534    1152.8958   8.54e+02  1.08e+03  1.25e+03  
 5535    1153.1042   5.21e+02  7.95e+02  9.30e+02  
 5536    1153.3125   8.17e+02  9.70e+02  1.13e+03  
 5537    1153.5208   6.12e+02  8.18e+02  1.01e+03  
 5538    1153.7292   6.33e+02  8.35e+02  1.03e+03  
 5539    1153.9375   5.34e+02  6.93e+02  8.41e+02  
 5540    1154.1458   6.22e+02  8.36e+02  9.92e+02  
 5541    1154.3542   6.48e+02  8.58e+02  1.01e+03  
 5542    1154.5625   6.75e+02  8.81e+02  1.03e+03  
 5543    1154.7708   7.55e+02  9.59e+02  1.10e+03  
 5544    1154.9792   5.73e+02  7.56e+02  8.87e+02  
 5545    1155.1875   6.56e+02  8.52e+02  9.90e+02  
 5546    1155.3958   3.66e+02  5.34e+02  6.94e+02  
 5547    1155.6042   4.85e+02  6.41e+02  7.38e+02  
 5548    1155.8125   4.67e+02  5.89e+02  6.95e+02  
 5549    1156.0208   4.45e+02  5.76e+02  6.70e+02  
 5550    1156.2292   4.72e+02  5.98e+02  7.60e+02  
 5551    1156.4375   5.00e+02  6.20e+02  6.89e+02  
 5552    1156.6458   4.90e+02  6.06e+02  7.11e+02  
 5553    1156.8542   3.95e+02  5.10e+02  5.80e+02  
 5554    1157.0625   4.71e+02  5.74e+02  6.63e+02  
 5555    1157.2708   4.00e+02  5.12e+02  5.92e+02  
 5556    1157.4792   4.69e+02  5.67e+02  6.53e+02  
 5557    1157.6875   3.60e+02  4.42e+02  5.57e+02  
 5558    1157.8958   3.50e+02  4.48e+02  5.17e+02  
 5559    1158.1042   3.66e+02  4.50e+02  5.31e+02  
 5560    1158.3125   3.03e+02  3.82e+02  4.51e+02  
 5561    1158.5208   2.71e+02  3.59e+02  4.30e+02  
 5562    1158.7292   3.21e+02  3.86e+02  4.48e+02  
 5563    1158.9375   2.82e+02  3.56e+02  4.18e+02  
 5564    1159.1458   2.21e+02  2.70e+02  3.12e+02  
 5565    1159.3542   2.46e+02  3.10e+02  3.56e+02  
 5566    1159.5625   2.20e+02  2.76e+02  3.17e+02  
 5567    1159.7708   1.96e+02  2.45e+02  2.82e+02  
 5568    1159.9792   2.49e+02  2.97e+02  3.28e+02  
 5569    1160.1875   1.84e+02  2.29e+02  2.63e+02  
 5570    1160.3958   1.97e+02  2.45e+02  2.74e+02  
 5571    1160.6042   1.71e+02  2.17e+02  2.73e+02  
 5572    1160.8125   2.06e+02  2.51e+02  2.75e+02  
 5573    1161.0208   1.54e+02  1.83e+02  2.08e+02  
 5574    1161.2292   1.70e+02  2.08e+02  2.33e+02  
 5575    1161.4375   1.67e+02  2.01e+02  2.23e+02  
 5576    1161.6458   1.64e+02  1.93e+02  2.14e+02  
 5577    1161.8542   1.76e+02  2.06e+02  2.26e+02  
 5578    1162.0625   1.36e+02  1.64e+02  1.87e+02  
 5579    1162.2708   1.37e+02  1.69e+02  1.90e+02  
 5580    1162.4792   1.23e+02  1.51e+02  1.74e+02  
 5581    1162.6875   1.19e+02  1.44e+02  1.59e+02  
 5582    1162.8958   9.34e+01  1.08e+02  1.25e+02  
 5583    1163.1042   9.97e+01  1.21e+02  1.36e+02  
 5584    1163.3125   9.53e+01  1.16e+02  1.32e+02  
 5585    1163.5208   9.10e+01  1.12e+02  1.28e+02  
 5586    1163.7292   1.06e+02  1.21e+02  1.32e+02  
 5587    1163.9375   7.70e+01  9.08e+01  1.04e+02  
 5588    1164.1458   9.76e+01  1.14e+02  1.27e+02  
 5589    1164.3542   7.85e+01  9.37e+01  1.09e+02  
 5590    1164.5625   9.04e+01  1.08e+02  1.18e+02  
 5591    1164.7708   8.48e+01  1.00e+02  1.12e+02  
 5592    1164.9792   8.74e+01  1.03e+02  1.14e+02  
 5593    1165.1875   9.69e+01  1.14e+02  1.22e+02  
 5594    1165.3958   7.62e+01  9.20e+01  1.03e+02  
 5595    1165.6042   7.01e+01  8.20e+01  9.29e+01  
 5596    1165.8125   5.56e+01  6.22e+01  7.09e+01  
 5597    1166.0208   6.50e+01  7.40e+01  8.21e+01  
 5598    1166.2292   5.04e+01  5.98e+01  6.93e+01  
 5599    1166.4375   5.51e+01  6.50e+01  7.54e+01  
 5600    1166.6458   4.71e+01  5.67e+01  7.04e+01  
 5601    1166.8542   4.04e+01  4.94e+01  5.41e+01  
 5602    1167.0625   2.82e+01  3.20e+01  3.84e+01  
 5603    1167.2708   2.36e+01  2.85e+01  4.23e+01  
 5604    1167.4792   3.33e+01  6.20e+01  1.33e+02  
 5605    1167.6875   3.49e+01  6.24e+01  1.10e+02  
 5606    1167.8958   2.73e+01  4.08e+01  8.42e+01  
 5607    1168.1042   4.49e+01  9.87e+01  2.03e+02  
 5608    1168.3125   9.16e+01  2.00e+02  4.37e+02  
 5609    1168.5208   1.23e+02  2.67e+02  5.45e+02  
 5610    1168.7292   1.65e+02  3.57e+02  6.80e+02  
 5611    1168.9375   2.49e+02  5.25e+02  9.61e+02  
 5612    1169.1458   1.56e+02  3.96e+02  7.95e+02  
 5613    1169.3542   2.73e+02  5.98e+02  1.04e+03  
 5614    1169.5625   1.64e+02  3.80e+02  7.13e+02  
 5615    1169.7708   2.50e+02  5.36e+02  9.29e+02  
 5616    1169.9792   2.03e+02  4.27e+02  7.51e+02  
 5617    1170.1875   2.90e+02  5.59e+02  9.19e+02  
 5618    1170.3958   2.44e+02  4.82e+02  8.15e+02  
 5619    1170.6042   2.05e+02  4.16e+02  7.24e+02  
 5620    1170.8125   3.40e+02  6.54e+02  1.15e+03  
 5621    1171.0208   1.84e+02  3.73e+02  6.23e+02  
 5622    1171.2292   2.68e+02  4.98e+02  8.26e+02  
 5623    1171.4375   1.56e+02  3.54e+02  6.07e+02  
 5624    1171.6458   1.74e+02  3.17e+02  5.41e+02  
 5625    1171.8542   1.12e+02  2.42e+02  3.60e+02  
 5626    1172.0625   1.97e+02  3.22e+02  5.13e+02  
 5627    1172.2708   3.15e+02  4.34e+02  5.90e+02  
 5628    1172.4792   2.01e+02  3.62e+02  5.18e+02  
 5629    1172.6875   2.84e+02  4.42e+02  6.01e+02  
 5630    1172.8958   2.51e+02  3.96e+02  4.99e+02  
 5631    1173.1042   2.53e+02  3.51e+02  4.81e+02  
 5632    1173.3125   8.54e+01  1.51e+02  1.96e+02  
 5633    1173.5208   7.32e+02  7.08e+02  5.57e+02  
 5634    1173.7292   9.24e+02  1.17e+03  1.15e+03  
 5635    1173.9375   1.17e+03  1.44e+03  1.68e+03  
 5636    1174.1458   3.86e+03  4.58e+03  4.92e+03  
 5637    1174.3542   3.02e+03  3.61e+03  4.06e+03  
 5638    1174.5625   3.41e+03  3.67e+03  3.93e+03  
 5639    1174.7708   2.78e+03  3.10e+03  3.14e+03  
 5640    1174.9792   4.04e+03  4.49e+03  4.60e+03  
 5641    1175.1875   3.05e+03  3.43e+03  3.52e+03  
 5642    1175.3958   3.21e+03  3.72e+03  4.12e+03  
 5643    1175.6042   3.02e+03  3.41e+03  3.69e+03  
 5644    1175.8125   2.84e+03  3.12e+03  3.31e+03  
 5645    1176.0208   3.18e+03  3.44e+03  3.59e+03  
 5646    1176.2292   2.66e+03  2.98e+03  3.20e+03  
 5647    1176.4375   2.90e+03  3.11e+03  3.29e+03  
 5648    1176.6458   2.84e+03  3.15e+03  3.50e+03  
 5649    1176.8542   2.97e+03  3.24e+03  3.46e+03  
 5650    1177.0625   2.31e+03  2.56e+03  2.71e+03  
 5651    1177.2708   2.82e+03  3.10e+03  3.29e+03  
 5652    1177.4792   2.60e+03  2.85e+03  2.99e+03  
 5653    1177.6875   2.39e+03  2.62e+03  2.71e+03  
 5654    1177.8958   2.73e+03  2.98e+03  3.10e+03  
 5655    1178.1042   2.13e+03  2.37e+03  2.50e+03  
 5656    1178.3125   2.46e+03  2.66e+03  2.78e+03  
 5657    1178.5208   2.07e+03  2.31e+03  2.54e+03  
 5658    1178.7292   2.00e+03  2.28e+03  2.44e+03  
 5659    1178.9375   1.57e+03  1.79e+03  1.92e+03  
 5660    1179.1458   1.74e+03  2.00e+03  2.16e+03  
 5661    1179.3542   1.80e+03  2.04e+03  2.26e+03  
 5662    1179.5625   1.86e+03  2.07e+03  2.17e+03  
 5663    1179.7708   2.06e+03  2.38e+03  2.49e+03  
 5664    1179.9792   1.56e+03  1.71e+03  1.70e+03  
 5665    1180.1875   1.76e+03  1.96e+03  2.02e+03  
 5666    1180.3958   1.56e+03  1.83e+03  1.95e+03  
 5667    1180.6042   1.35e+03  1.54e+03  1.72e+03  
 5668    1180.8125   1.37e+03  1.43e+03  1.46e+03  
 5669    1181.0208   1.38e+03  1.53e+03  1.63e+03  
 5670    1181.2292   1.33e+03  1.55e+03  1.57e+03  
 5671    1181.4375   1.10e+03  1.25e+03  1.42e+03  
 5672    1181.6458   1.01e+03  1.17e+03  1.27e+03  
 5673    1181.8542   8.82e+02  9.85e+02  1.04e+03  
 5674    1182.0625   1.13e+03  1.24e+03  1.32e+03  
 5675    1182.2708   9.83e+02  1.09e+03  1.17e+03  
 5676    1182.4792   9.39e+02  1.05e+03  1.13e+03  
 5677    1182.6875   8.88e+02  9.98e+02  1.07e+03  
 5678    1182.8958   8.40e+02  9.50e+02  1.01e+03  
 5679    1183.1042   8.47e+02  9.58e+02  1.00e+03  
 5680    1183.3125   6.66e+02  7.99e+02  8.90e+02  
 5681    1183.5208   7.13e+02  8.15e+02  8.53e+02  
 5682    1183.7292   6.62e+02  7.40e+02  7.78e+02  
 5683    1183.9375   8.75e+02  8.84e+02  9.33e+02  
 5684    1184.1458   6.23e+02  7.07e+02  7.55e+02  
 5685    1184.3542   6.65e+02  7.55e+02  8.10e+02  
 5686    1184.5625   6.06e+02  6.84e+02  7.33e+02  
 5687    1184.7708   5.51e+02  6.20e+02  6.64e+02  
 5688    1184.9792   5.96e+02  6.69e+02  7.19e+02  
 5689    1185.1875   5.20e+02  5.88e+02  6.41e+02  
 5690    1185.3958   5.55e+02  6.67e+02  6.67e+02  
 5691    1185.6042   5.39e+02  6.20e+02  6.83e+02  
 5692    1185.8125   6.18e+02  6.99e+02  7.36e+02  
 5693    1186.0208   4.74e+02  5.36e+02  5.72e+02  
 5694    1186.2292   4.65e+02  5.33e+02  5.85e+02  
 5695    1186.4375   3.85e+02  4.42e+02  4.88e+02  
 5696    1186.6458   3.19e+02  3.67e+02  4.07e+02  
 5697    1186.8542   3.66e+02  4.19e+02  4.51e+02  
 5698    1187.0625   2.84e+02  3.31e+02  3.59e+02  
 5699    1187.2708   3.20e+02  3.69e+02  4.13e+02  
 5700    1187.4792   2.81e+02  3.30e+02  3.68e+02  
 5701    1187.6875   2.50e+02  3.00e+02  3.50e+02  
 5702    1187.8958   2.50e+02  2.61e+02  2.84e+02  
 5703    1188.1042   2.51e+02  2.89e+02  3.14e+02  
 5704    1188.3125   2.43e+02  2.74e+02  3.03e+02  
 5705    1188.5208   2.08e+02  2.50e+02  2.80e+02  
 5706    1188.7292   2.32e+02  2.68e+02  2.95e+02  
 5707    1188.9375   1.81e+02  2.11e+02  2.35e+02  
 5708    1189.1458   2.16e+02  2.48e+02  2.73e+02  
 5709    1189.3542   1.87e+02  2.20e+02  2.45e+02  
 5710    1189.5625   1.71e+02  1.96e+02  2.16e+02  
 5711    1189.7708   1.72e+02  1.96e+02  2.17e+02  
 5712    1189.9792   1.74e+02  1.97e+02  2.18e+02  
 5713    1190.1875   1.76e+02  1.98e+02  2.16e+02  
 5714    1190.3958   1.59e+02  1.79e+02  1.98e+02  
 5715    1190.6042   1.58e+02  1.77e+02  2.15e+02  
 5716    1190.8125   1.39e+02  1.61e+02  1.75e+02  
 5717    1191.0208   1.68e+02  1.88e+02  2.08e+02  
 5718    1191.2292   1.45e+02  1.64e+02  1.79e+02  
 5719    1191.4375   1.59e+02  1.76e+02  1.93e+02  
 5720    1191.6458   1.58e+02  1.76e+02  1.92e+02  
 5721    1191.8542   1.58e+02  1.76e+02  1.92e+02  
 5722    1192.0625   1.55e+02  1.74e+02  1.92e+02  
 5723    1192.2708   1.38e+02  1.36e+02  1.51e+02  
 5724    1192.4792   1.20e+02  1.38e+02  1.45e+02  
 5725    1192.6875   1.11e+02  1.24e+02  1.37e+02  
 5726    1192.8958   1.38e+02  1.50e+02  1.62e+02  
 5727    1193.1042   1.06e+02  1.17e+02  1.25e+02  
 5728    1193.3125   1.00e+02  1.14e+02  1.25e+02  
 5729    1193.5208   8.73e+01  9.82e+01  1.05e+02  
 5730    1193.7292   7.61e+01  8.48e+01  8.92e+01  
 5731    1193.9375   8.68e+01  9.44e+01  9.89e+01  
 5732    1194.1458   7.00e+01  7.67e+01  8.45e+01  
 5733    1194.3542   7.15e+01  7.96e+01  1.06e+02  
 5734    1194.5625   6.71e+01  7.43e+01  7.99e+01  
 5735    1194.7708   7.04e+01  7.79e+01  8.19e+01  
 5736    1194.9792   5.24e+01  5.90e+01  6.31e+01  
 5737    1195.1875   5.76e+01  6.45e+01  6.99e+01  
 5738    1195.3958   5.44e+01  6.45e+01  6.57e+01  
 5739    1195.6042   5.14e+01  6.45e+01  6.05e+01  
 5740    1195.8125   5.72e+01  6.00e+01  8.00e+01  
 5741    1196.0208   4.50e+01  4.99e+01  5.57e+01  
 5742    1196.2292   5.26e+01  5.92e+01  6.68e+01  
 5743    1196.4375   4.40e+01  5.01e+01  5.62e+01  
 5744    1196.6458   3.99e+01  4.54e+01  5.15e+01  
 5745    1196.8542   3.91e+01  4.42e+01  5.02e+01  
 5746    1197.0625   3.83e+01  4.31e+01  4.90e+01  
 5747    1197.2708   3.84e+01  4.25e+01  4.77e+01  
 5748    1197.4792   3.61e+01  3.92e+01  4.35e+01  
 5749    1197.6875   3.58e+01  4.15e+01  4.80e+01  
 5750    1197.8958   2.91e+01  3.53e+01  4.16e+01  
 5751    1198.1042   3.80e+01  4.34e+01  5.41e+01  
 5752    1198.3125   3.27e+01  3.71e+01  4.29e+01  
 5753    1198.5208   3.19e+01  3.78e+01  4.64e+01  
 5754    1198.7292   3.25e+01  3.82e+01  4.70e+01  
 5755    1198.9375   3.31e+01  3.86e+01  4.76e+01  
 5756    1199.1458   3.40e+01  4.12e+01  5.04e+01  
 5757    1199.3542   3.10e+01  3.39e+01  4.24e+01  
 5758    1199.5625   3.21e+01  3.87e+01  5.06e+01  
 5759    1199.7708   2.92e+01  3.51e+01  4.49e+01  
 5760    1199.9792   3.50e+01  4.20e+01  5.39e+01  
 5761    1200.1875   2.94e+01  3.47e+01  3.94e+01  
 5762    1200.3958   3.14e+01  3.63e+01  4.81e+01  
 5763    1200.6042   3.13e+01  3.67e+01  4.84e+01  
 5764    1200.8125   3.11e+01  3.71e+01  4.86e+01  
 5765    1201.0208   3.45e+01  4.52e+01  6.49e+01  
 5766    1201.2292   3.19e+01  3.87e+01  5.18e+01  
 5767    1201.4375   2.68e+01  3.31e+01  4.58e+01  
 5768    1201.6458   2.17e+01  2.74e+01  2.93e+01  
 5769    1201.8542   1.98e+01  2.26e+01  2.57e+01  
 5770    1202.0625   1.41e+01  1.65e+01  1.79e+01  
 5771    1202.2708   2.00e+01  3.82e+01  6.67e+01  
 5772    1202.4792   3.67e+01  7.21e+01  1.32e+02  
 5773    1202.6875   6.73e+01  1.36e+02  2.62e+02  
 5774    1202.8958   1.39e+02  2.90e+02  5.56e+02  
 5775    1203.1042   1.03e+02  2.28e+02  4.16e+02  
 5776    1203.3125   1.92e+02  3.65e+02  6.11e+02  
 5777    1203.5208   1.14e+02  2.54e+02  4.26e+02  
 5778    1203.7292   1.80e+02  3.55e+02  6.02e+02  
 5779    1203.9375   1.37e+02  2.77e+02  5.14e+02  
 5780    1204.1458   1.04e+02  2.16e+02  3.88e+02  
 5781    1204.3542   1.88e+02  3.61e+02  5.33e+02  
 5782    1204.5625   1.25e+02  2.96e+02  4.75e+02  
 5783    1204.7708   2.20e+02  3.91e+02  6.45e+02  
 5784    1204.9792   1.57e+02  2.95e+02  4.64e+02  
 5785    1205.1875   1.51e+02  2.98e+02  4.85e+02  
 5786    1205.3958   9.88e+01  2.06e+02  3.71e+02  
 5787    1205.6042   1.58e+02  2.88e+02  4.56e+02  
 5788    1205.8125   1.63e+02  2.99e+02  4.67e+02  
 5789    1206.0208   1.68e+02  3.09e+02  4.79e+02  
 5790    1206.2292   1.72e+02  3.06e+02  4.67e+02  
 5791    1206.4375   1.54e+02  3.09e+02  5.06e+02  
 5792    1206.6458   2.58e+02  4.24e+02  6.26e+02  
 5793    1206.8542   1.64e+02  3.24e+02  4.72e+02  
 5794    1207.0625   1.24e+02  2.25e+02  3.75e+02  
 5795    1207.2708   8.82e+01  1.69e+02  2.91e+02  
 5796    1207.4792   1.37e+02  2.35e+02  3.47e+02  
 5797    1207.6875   1.38e+02  2.35e+02  3.62e+02  
 5798    1207.8958   1.40e+02  2.35e+02  3.77e+02  
 5799    1208.1042   1.81e+02  2.89e+02  4.67e+02  
 5800    1208.3125   1.24e+02  2.06e+02  2.88e+02  
 5801    1208.5208   1.99e+02  3.13e+02  4.39e+02  
 5802    1208.7292   1.73e+02  2.72e+02  3.82e+02  
 5803    1208.9375   1.98e+02  3.05e+02  4.17e+02  
 5804    1209.1458   1.39e+02  2.35e+02  3.28e+02  
 5805    1209.3542   1.42e+02  2.09e+02  3.17e+02  
 5806    1209.5625   1.56e+02  2.22e+02  3.15e+02  
 5807    1209.7708   1.70e+02  2.35e+02  3.13e+02  
 5808    1209.9792   1.84e+02  2.63e+02  3.46e+02  
 5809    1210.1875   1.20e+02  1.79e+02  2.43e+02  
 5810    1210.3958   1.58e+02  2.22e+02  2.82e+02  
 5811    1210.6042   1.54e+02  2.30e+02  2.80e+02  
 5812    1210.8125   1.92e+02  2.95e+02  3.65e+02  
 5813    1211.0208   8.07e+01  1.18e+02  1.66e+02  
 5814    1211.2292   1.02e+02  1.50e+02  1.83e+02  
 5815    1211.4375   1.10e+02  1.52e+02  1.77e+02  
 5816    1211.6458   1.19e+02  1.54e+02  1.79e+02  
 5817    1211.8542   1.46e+02  1.85e+02  2.16e+02  
 5818    1212.0625   1.09e+02  1.45e+02  1.64e+02  
 5819    1212.2708   1.22e+02  1.59e+02  1.93e+02  
 5820    1212.4792   1.14e+02  1.44e+02  1.82e+02  
 5821    1212.6875   1.05e+02  1.37e+02  1.64e+02  
 5822    1212.8958   1.02e+02  1.33e+02  1.62e+02  
 5823    1213.1042   9.82e+01  1.28e+02  1.60e+02  
 5824    1213.3125   8.10e+01  1.06e+02  1.32e+02  
 5825    1213.5208   7.62e+01  1.01e+02  1.29e+02  
 5826    1213.7292   8.62e+01  1.16e+02  1.48e+02  
 5827    1213.9375   6.97e+01  8.95e+01  1.13e+02  
 5828    1214.1458   7.58e+01  9.90e+01  1.24e+02  
 5829    1214.3542   6.32e+01  7.99e+01  1.08e+02  
 5830    1214.5625   6.33e+01  8.14e+01  1.02e+02  
 5831    1214.7708   6.32e+01  8.19e+01  1.07e+02  
 5832    1214.9792   6.31e+01  8.23e+01  1.11e+02  
 5833    1215.1875   6.31e+01  8.60e+01  1.08e+02  
 5834    1215.3958   5.12e+01  6.95e+01  9.52e+01  
 5835    1215.6042   6.53e+01  8.76e+01  1.18e+02  
 5836    1215.8125   5.26e+01  6.99e+01  9.25e+01  
 5837    1216.0208   6.33e+01  8.64e+01  1.16e+02  
 5838    1216.2292   4.44e+01  7.02e+01  8.81e+01  
 5839    1216.4375   5.57e+01  7.75e+01  1.03e+02  
 5840    1216.6458   5.63e+01  7.82e+01  1.03e+02  
 5841    1216.8542   5.68e+01  7.88e+01  1.03e+02  
 5842    1217.0625   5.75e+01  8.11e+01  1.05e+02  
 5843    1217.2708   4.89e+01  6.74e+01  8.94e+01  
 5844    1217.4792   6.26e+01  8.07e+01  1.05e+02  
 5845    1217.6875   5.36e+01  7.11e+01  9.49e+01  
 5846    1217.8958   6.41e+01  8.94e+01  1.16e+02  
 5847    1218.1042   4.78e+01  6.76e+01  9.12e+01  
 5848    1218.3125   5.94e+01  8.14e+01  1.10e+02  
 5849    1218.5208   6.12e+01  8.32e+01  1.05e+02  
 5850    1218.7292   6.29e+01  8.51e+01  9.96e+01  
 5851    1218.9375   5.73e+01  7.95e+01  9.66e+01  
 5852    1219.1458   5.21e+01  7.41e+01  9.38e+01  
 5853    1219.3542   4.74e+01  6.92e+01  9.10e+01  
 5854    1219.5625   4.31e+01  6.46e+01  8.83e+01  
 5855    1219.7708   4.24e+01  5.55e+01  7.52e+01  
 5856    1219.9792   3.34e+01  4.40e+01  7.75e+01  
 5857    1220.1875   2.63e+01  3.49e+01  5.03e+01  
 5858    1220.3958   3.07e+01  4.16e+01  5.54e+01  
 5859    1220.6042   2.50e+01  3.61e+01  4.84e+01  
 5860    1220.8125   3.17e+01  4.31e+01  5.16e+01  
 5861    1221.0208   2.28e+01  3.54e+01  4.41e+01  
 5862    1221.2292   2.44e+01  3.19e+01  4.38e+01  
 5863    1221.4375   1.89e+01  2.91e+01  4.10e+01  
 5864    1221.6458   2.30e+01  3.30e+01  4.38e+01  
 5865    1221.8542   2.17e+01  3.19e+01  4.32e+01  
 5866    1222.0625   2.04e+01  3.08e+01  4.26e+01  
 5867    1222.2708   2.35e+01  3.29e+01  4.61e+01  
 5868    1222.4792   1.87e+01  2.71e+01  3.65e+01  
 5869    1222.6875   2.05e+01  3.19e+01  4.65e+01  
 5870    1222.8958   1.75e+01  2.35e+01  3.17e+01  
 5871    1223.1042   1.74e+01  2.47e+01  3.40e+01  
 5872    1223.3125   1.32e+01  1.93e+01  2.72e+01  
 5873    1223.5208   1.52e+01  2.10e+01  2.82e+01  
 5874    1223.7292   1.51e+01  2.13e+01  2.92e+01  
 5875    1223.9375   1.50e+01  2.16e+01  3.02e+01  
 5876    1224.1458   1.37e+01  2.08e+01  2.83e+01  
 5877    1224.3542   1.19e+01  1.70e+01  2.22e+01  
 5878    1224.5625   1.40e+01  2.03e+01  2.80e+01  
 5879    1224.7708   1.18e+01  1.67e+01  2.35e+01  
 5880    1224.9792   1.49e+01  2.15e+01  2.86e+01  
 5881    1225.1875   1.04e+01  1.56e+01  2.20e+01  
 5882    1225.3958   1.17e+01  1.63e+01  2.32e+01  
 5883    1225.6042   1.16e+01  1.64e+01  2.72e+01  
 5884    1225.8125   1.14e+01  1.65e+01  2.06e+01  
 5885    1226.0208   1.16e+01  1.74e+01  2.39e+01  
 5886    1226.2292   8.48e+00  1.35e+01  1.87e+01  
 5887    1226.4375   1.21e+01  1.69e+01  2.43e+01  
